attr_path,pname,version,forge_type,origin_url,owner,repo,rev,rev_type,hash,fetch_url
cmst,cmst,2023.03.14,fetchFromGitHub,https://github.com/andrew-bibb/cmst,andrew-bibb,cmst,refs/tags/cmst-2023.03.14,tag,sha256-yTqPxywPbtxTy1PPG+Mq64u8MrB27fEdmt1B0pn0BVk=,https://github.com/andrew-bibb/cmst/archive/refs/tags/cmst-2023.03.14.tar.gz
cni-plugins,cni-plugins,1.9.0,fetchFromGitHub,https://github.com/containernetworking/plugins,containernetworking,plugins,v1.9.0,tag,sha256-0ZonR8pV20bBbC2AkNCJhoseDVxNwwMa7coD/ON6clA=,https://github.com/containernetworking/plugins/archive/v1.9.0.tar.gz
coccinelle,coccinelle,1.3.0,fetchFromGitHub,https://github.com/coccinelle/coccinelle,coccinelle,coccinelle,1.3.0,tag,sha256-be95cuFP6bAdpCT0Z9zBAx9cc3gYuuXAmHYaI/bmyTE=,https://github.com/coccinelle/coccinelle/archive/1.3.0.tar.gz
cockatrice,cockatrice,2026-02-22-Release-2.10.3,fetchFromGitHub,https://github.com/Cockatrice/Cockatrice,Cockatrice,Cockatrice,2026-02-22-Release-2.10.3,tag,sha256-GQVdn6vUW0B9vSk7ZvSDqMNhLNe86C+/gE1n6wfQIMw=,https://github.com/Cockatrice/Cockatrice/archive/2026-02-22-Release-2.10.3.tar.gz
cockpit,cockpit,356,fetchFromGitHub,https://github.com/cockpit-project/cockpit,cockpit-project,cockpit,refs/tags/356,tag,sha256-Mmxp/rh+4YQovAUdnNkKnjZXz1kcdnhG2TuBhNSXY+Y=,
codebook,codebook,0.3.31,fetchFromGitHub,https://github.com/blopker/codebook,blopker,codebook,refs/tags/v0.3.31,tag,sha256-pe+u4scmoVgKJupqXejwq1mDpaq5QrTozVcbGfUkXJk=,https://github.com/blopker/codebook/archive/refs/tags/v0.3.31.tar.gz
codec2,codec2,1.2.0,fetchFromGitHub,https://github.com/drowe67/codec2,drowe67,codec2,1.2.0,tag,sha256-69Mp4o3MgV98Fqfai4txv5jQw2WpoPuoWcwHsNAFPQM=,https://github.com/drowe67/codec2/archive/1.2.0.tar.gz
codex,codex,0.92.0,fetchFromGitHub,https://github.com/openai/codex,openai,codex,refs/tags/rust-v0.92.0,tag,sha256-m/g+5wdehyaHDw6i5vik4HXiisY/iWFtPX0gKjCFPNY=,https://github.com/openai/codex/archive/refs/tags/rust-v0.92.0.tar.gz
codipack,codipack,3.1.0,fetchFromGitHub,https://github.com/SciCompKL/CoDiPack,SciCompKL,CoDiPack,refs/tags/v3.1.0,tag,sha256-dHJvCR5IJ7Q/T94XcpbvXuXL41OrCNepqAmDVJ/7m6U=,https://github.com/SciCompKL/CoDiPack/archive/refs/tags/v3.1.0.tar.gz
collabora-online,collabora-online,24.04.17-3,fetchFromGitHub,https://github.com/CollaboraOnline/online,CollaboraOnline,online,refs/tags/cp-24.04.17-3,tag,sha256-KJ5E5jvV0MrWdpU4pU+9Y4ngRJ/kk3lcBntbWdQZFqY=,https://github.com/CollaboraOnline/online/archive/refs/tags/cp-24.04.17-3.tar.gz
collectd,collectd,5.12.0,fetchFromGitHub,https://github.com/collectd/collectd,collectd,collectd,refs/tags/collectd-5.12.0,tag,sha256-UTlCY1GPRpbdQFLFUDjNr1PgEdGv4WNtjr8TYbxHK5A=,https://github.com/collectd/collectd/archive/refs/tags/collectd-5.12.0.tar.gz
collectd-data,collectd-data,5.12.0,fetchFromGitHub,https://github.com/collectd/collectd,collectd,collectd,refs/tags/collectd-5.12.0,tag,sha256-UTlCY1GPRpbdQFLFUDjNr1PgEdGv4WNtjr8TYbxHK5A=,https://github.com/collectd/collectd/archive/refs/tags/collectd-5.12.0.tar.gz
commitizen,commitizen,4.13.8,fetchFromGitHub,https://github.com/commitizen-tools/commitizen,commitizen-tools,commitizen,refs/tags/v4.13.8,tag,sha256-xRje/iCXeUJSmt1qdQ8cOTC8vqJSW8XFIIkplgzMpCo=,https://github.com/commitizen-tools/commitizen/archive/refs/tags/v4.13.8.tar.gz
complete-alias,complete-alias,1.18.0,fetchFromGitHub,https://github.com/cykerway/complete-alias,cykerway,complete-alias,refs/tags/1.18.0,tag,18lmdb3inphxyjv08ing5wckqnjq0m5zfl0f15mqzlvf2ypar63x,https://github.com/cykerway/complete-alias/archive/refs/tags/1.18.0.tar.gz
conan,conan,2.22.2,fetchFromGitHub,https://github.com/conan-io/conan,conan-io,conan,refs/tags/2.22.2,tag,sha256-4OKrAfhHgtAS606P88JFYCjgYYlSAH8RReqFs6N2V5s=,https://github.com/conan-io/conan/archive/refs/tags/2.22.2.tar.gz
conduit,conduit,0.9.5,fetchFromGitHub,https://github.com/LLNL/conduit,LLNL,conduit,refs/tags/v0.9.5,tag,sha256-mX7/5C4wd70Kx1rQyo2BcZMwDRqvxo4fBdz3pq7PuvM=,
confd-calico,confd-calico,3.31.3,fetchFromGitHub,https://github.com/projectcalico/calico,projectcalico,calico,v3.31.3,tag,sha256-w+dStKYbytNekl3HxBAek8kS+FC5Aeu7OEU4SIFLURY=,https://github.com/projectcalico/calico/archive/v3.31.3.tar.gz
console-bridge,console-bridge,1.0.2,fetchFromGitHub,https://github.com/ros/console_bridge,ros,console_bridge,refs/tags/1.0.2,tag,sha256-M3GocT0hodw3Sc2NHcFDiPVZ1XN7BqIUuYLW8OaXMqM=,https://github.com/ros/console_bridge/archive/refs/tags/1.0.2.tar.gz
consul,consul,1.22.1,fetchFromGitHub,https://github.com/hashicorp/consul,hashicorp,consul,refs/tags/v1.22.1,tag,sha256-WlaJtiFlfLpdMATWHPbMneCqKzNcIRJrlf5TlbZgH8U=,https://github.com/hashicorp/consul/archive/refs/tags/v1.22.1.tar.gz
containerd,containerd,2.2.1,fetchFromGitHub,https://github.com/containerd/containerd,containerd,containerd,refs/tags/v2.2.1,tag,sha256-fDOfN0XESrBTDW7Nxj9niqU93BQ5/JaGLwAR3u6Xaik=,https://github.com/containerd/containerd/archive/refs/tags/v2.2.1.tar.gz
convbin,convbin,5.1,fetchFromGitHub,https://github.com/mateoconlechuga/convbin,mateoconlechuga,convbin,refs/tags/v5.1,tag,sha256-k0hwBdjOweFoAE6jzhlRFZsMOVDDpi4R4LHA7SwO3os=,
convertall,convertall,1.0.2,fetchFromGitHub,https://github.com/doug-101/ConvertAll,doug-101,ConvertAll,refs/tags/v1.0.2,tag,sha256-esc2xhL0Jx5SaqM0GnnVzdtnSN9bX8zln66We/2RqoA=,https://github.com/doug-101/ConvertAll/archive/refs/tags/v1.0.2.tar.gz
convimg,convimg,9.4,fetchFromGitHub,https://github.com/mateoconlechuga/convimg,mateoconlechuga,convimg,refs/tags/v9.4,tag,sha256-5insJ391Usef8GF3Yh74PEqE534zitQg9udFRPcz69g=,
cool-retro-term,cool-retro-term,1.2.0,fetchFromGitHub,https://github.com/Swordfish90/cool-retro-term,Swordfish90,cool-retro-term,refs/tags/1.2.0,tag,sha256-PewHLVmo+RTBHIQ/y2FBkgXsIvujYd7u56JdFC10B4c=,https://github.com/Swordfish90/cool-retro-term/archive/refs/tags/1.2.0.tar.gz
copyq,CopyQ,13.0.0,fetchFromGitHub,https://github.com/hluk/CopyQ,hluk,CopyQ,v13.0.0,tag,sha256-wxjUL5mGXAMNVGP+dAh1NrE9tw71cJW9zmLsaCVphTo=,https://github.com/hluk/CopyQ/archive/v13.0.0.tar.gz
coredns,coredns,1.14.1,fetchFromGitHub,https://github.com/coredns/coredns,coredns,coredns,refs/tags/v1.14.1,tag,sha256-WcRX2BCWIQ8e0FYCIAzCdexz+Nl+/kKicQkhEw2AVMs=,https://github.com/coredns/coredns/archive/refs/tags/v1.14.1.tar.gz
coroot,coroot,1.17.9,fetchFromGitHub,https://github.com/coroot/coroot,coroot,coroot,v1.17.9,tag,sha256-hr1t3WaYEOYnj3Cam2NGgiGD49Vr9HBkz4JmOlJxzQQ=,https://github.com/coroot/coroot/archive/v1.17.9.tar.gz
corrosion,corrosion,0.6.1,fetchFromGitHub,https://github.com/corrosion-rs/corrosion,corrosion-rs,corrosion,v0.6.1,tag,sha256-ppuDNObfKhneD9AlnPAvyCRHKW3BidXKglD1j/LE9CM=,https://github.com/corrosion-rs/corrosion/archive/v0.6.1.tar.gz
corrscope,corrscope,0.11.0,fetchFromGitHub,https://github.com/corrscope/corrscope,corrscope,corrscope,refs/tags/0.11.0,tag,sha256-76qa4jOSncK1eDly/uXJzpWWdsEz7Hg3DyFb7rmrQBc=,https://github.com/corrscope/corrscope/archive/refs/tags/0.11.0.tar.gz
cozy,cozy,1.3.0,fetchFromGitHub,https://github.com/geigi/cozy,geigi,cozy,refs/tags/1.3.0,tag,sha256-oMgdz2dny0u1XV13aHu5s8/pcAz8z/SAOf4hbCDsdjw,https://github.com/geigi/cozy/archive/refs/tags/1.3.0.tar.gz
cp2k,cp2k,2025.2,fetchFromGitHub,https://github.com/cp2k/cp2k,cp2k,cp2k,v2025.2,tag,sha256-vfl5rCoFeGtYuZ7LcsVsESjKxFbN5IYDvBSzOqsd64w=,
cpp-utilities,cpp-utilities,5.32.1,fetchFromGitHub,https://github.com/Martchus/cpp-utilities,Martchus,cpp-utilities,v5.32.1,tag,sha256-Yo4NxISuLgHhQdzJqHdpZvLWuI9c9fNr7okZmZogATM=,https://github.com/Martchus/cpp-utilities/archive/v5.32.1.tar.gz
cppad,cppad,20260000.0,fetchFromGitHub,https://github.com/coin-or/CppAD,coin-or,CppAD,refs/tags/20260000.0,tag,sha256-P8FUcW0AjMTqG7TVtdM6/v+ctyNQXJsImC26bpxz/i8=,https://github.com/coin-or/CppAD/archive/refs/tags/20260000.0.tar.gz
cppcheck,cppcheck,2.18.3,fetchFromGitHub,https://github.com/danmar/cppcheck,danmar,cppcheck,refs/tags/2.18.3,tag,sha256-c32dNM1tNN+Nqv5GmKHnAhWx8r9RTcv3FQ/+ROGurkw=,https://github.com/danmar/cppcheck/archive/refs/tags/2.18.3.tar.gz
cpu-x,cpu-x,5.4.0,fetchFromGitHub,https://github.com/TheTumultuousUnicornOfDarkness/CPU-X,TheTumultuousUnicornOfDarkness,CPU-X,refs/tags/v5.4.0,tag,sha256-db7NxoVZgnYb1MZKfiFINx00JqDnf/TvwumBp6qDooQ=,https://github.com/TheTumultuousUnicornOfDarkness/CPU-X/archive/refs/tags/v5.4.0.tar.gz
cpustat,cpustat,0.03.00,fetchFromGitHub,https://github.com/ColinIanKing/cpustat,ColinIanKing,cpustat,refs/tags/V0.03.00,tag,sha256-wvCaMmWKEzanwgDBL2+8qAIIIKfGNi0O2J+SUXOx508=,https://github.com/ColinIanKing/cpustat/archive/refs/tags/V0.03.00.tar.gz
cracklib,cracklib,2.10.3,fetchFromGitHub,https://github.com/cracklib/cracklib,cracklib,cracklib,refs/tags/v2.10.3,tag,sha256-ORpJje4TGw1STtvRiNEwUwSDbLXdS+WgXGlc1Wtf/gw=,https://github.com/cracklib/cracklib/archive/refs/tags/v2.10.3.tar.gz
craftos-pc,craftos-pc,2.8.3,fetchFromGitHub,https://github.com/MCJack123/craftos2,MCJack123,craftos2,v2.8.3,tag,sha256-DbxAsXxpsa42dF6DaLmgIa+Hs/PPqJ4dE97PoKxG2Ig=,https://github.com/MCJack123/craftos2/archive/v2.8.3.tar.gz
cri-o-unwrapped,cri-o,1.35.0,fetchFromGitHub,https://github.com/cri-o/cri-o,cri-o,cri-o,refs/tags/v1.35.0,tag,sha256-aP3qhD2d1x+VPDifkg9lXgVD38UcongyN6vHkn8oYos=,https://github.com/cri-o/cri-o/archive/refs/tags/v1.35.0.tar.gz
croaring,croaring,4.3.1,fetchFromGitHub,https://github.com/RoaringBitmap/CRoaring,RoaringBitmap,CRoaring,refs/tags/v4.3.1,tag,sha256-c4o8AMCtDGLChXxJKJyxkWhuYu7axqLb2ce8IOGk920=,https://github.com/RoaringBitmap/CRoaring/archive/refs/tags/v4.3.1.tar.gz
crush,crush,0.43.2,fetchFromGitHub,https://github.com/charmbracelet/crush,charmbracelet,crush,refs/tags/v0.43.2,tag,sha256-VyV57ASsn2t1zaW7L6o7sVc+H+tHf4AP1HaKgrdXrtk=,https://github.com/charmbracelet/crush/archive/refs/tags/v0.43.2.tar.gz
cryptomator,cryptomator,1.18.1,fetchFromGitHub,https://github.com/cryptomator/cryptomator,cryptomator,cryptomator,refs/tags/1.18.1,tag,sha256-C2pvToxIK8gPzmqcRKYCu4B2FBrOGcH2Uzpjdt3nZZs=,https://github.com/cryptomator/cryptomator/archive/refs/tags/1.18.1.tar.gz
cryptominisat,cryptominisat,5.11.21,fetchFromGitHub,https://github.com/msoos/cryptominisat,msoos,cryptominisat,5.11.21,tag,sha256-8oH9moMjQEWnQXKmKcqmXuXcYkEyvr4hwC1bC4l26mo=,https://github.com/msoos/cryptominisat/archive/5.11.21.tar.gz
crystal,crystal,1.19.1,fetchFromGitHub,https://github.com/crystal-lang/crystal,crystal-lang,crystal,1.19.1,tag,sha256-vMS2GJb6c6RvflDSS2EWHsERJ0rvzZMVm50gaTXRs4Y=,https://github.com/crystal-lang/crystal/archive/1.19.1.tar.gz
crystal_1_14,crystal,1.14.1,fetchFromGitHub,https://github.com/crystal-lang/crystal,crystal-lang,crystal,1.14.1,tag,sha256-cQWK92BfksOW8GmoXn4BmPGJ7CLyLAeKccOffQMh5UU=,https://github.com/crystal-lang/crystal/archive/1.14.1.tar.gz
crystal_1_15,crystal,1.15.1,fetchFromGitHub,https://github.com/crystal-lang/crystal,crystal-lang,crystal,1.15.1,tag,sha256-L/Q8yZdDq/wn4kJ+zpLfi4pxznAtgjxTCbLnEiCC2K0=,https://github.com/crystal-lang/crystal/archive/1.15.1.tar.gz
crystal_1_16,crystal,1.16.3,fetchFromGitHub,https://github.com/crystal-lang/crystal,crystal-lang,crystal,1.16.3,tag,sha256-U9H1tHUMyDNicZnXzEccDki5bGXdV0B2Wu2PyCksPVI=,https://github.com/crystal-lang/crystal/archive/1.16.3.tar.gz
crystal_1_17,crystal,1.17.1,fetchFromGitHub,https://github.com/crystal-lang/crystal,crystal-lang,crystal,1.17.1,tag,sha256-+wHhozPhpIsfQy1Lw+V48zvuWCfXzT4IC9KA1AU/DLw=,https://github.com/crystal-lang/crystal/archive/1.17.1.tar.gz
crystal_1_18,crystal,1.18.2,fetchFromGitHub,https://github.com/crystal-lang/crystal,crystal-lang,crystal,1.18.2,tag,sha256-bwKs9bwD1WfS95DSxVY5AjT5Q61jOsfAH897tmiurng=,https://github.com/crystal-lang/crystal/archive/1.18.2.tar.gz
crystal_1_19,crystal,1.19.1,fetchFromGitHub,https://github.com/crystal-lang/crystal,crystal-lang,crystal,1.19.1,tag,sha256-vMS2GJb6c6RvflDSS2EWHsERJ0rvzZMVm50gaTXRs4Y=,https://github.com/crystal-lang/crystal/archive/1.19.1.tar.gz
csound-qt,csound-qt,7.0.0-beta1,fetchFromGitHub,https://github.com/CsoundQt/CsoundQt,CsoundQt,CsoundQt,refs/tags/v7.0.0-beta1,tag,sha256-R/rGbLVJBjMimne3yDoPJKwrXyRqhfepV3g0Uaj/dbY=,https://github.com/CsoundQt/CsoundQt/archive/refs/tags/v7.0.0-beta1.tar.gz
cspell,cspell,9.7.0,fetchFromGitHub,https://github.com/streetsidesoftware/cspell,streetsidesoftware,cspell,refs/tags/v9.7.0,tag,sha256-WT2MlBtFazi7vC7+2Dx1Y0Z5B3j0tFT6jUajyqhxlDw=,https://github.com/streetsidesoftware/cspell/archive/refs/tags/v9.7.0.tar.gz
cura,cura,4.13.1,fetchFromGitHub,https://github.com/Ultimaker/Cura,Ultimaker,Cura,4.13.1,tag,sha256-R88SdAxx3tkQCDInrFTKad1tPSDTSYaVAPUVmdk94Xk=,https://github.com/Ultimaker/Cura/archive/4.13.1.tar.gz
curaengine,curaengine,4.13.1,fetchFromGitHub,https://github.com/Ultimaker/CuraEngine,Ultimaker,CuraEngine,4.13.1,tag,sha256-dx0Q6cuA66lG4nwR7quW5Tvs9sdxjdV4gtpxXirI4nY=,https://github.com/Ultimaker/CuraEngine/archive/4.13.1.tar.gz
curaengine_stable,curaengine,15.04.6,fetchFromGitHub,https://github.com/Ultimaker/CuraEngine,Ultimaker,CuraEngine,15.04.6,tag,sha256-8V21TRSqCN+hkTlz51d5A5oK5JOwEtx+ROt8cfJBL/0=,https://github.com/Ultimaker/CuraEngine/archive/15.04.6.tar.gz
cvc5,cvc5,1.3.2,fetchFromGitHub,https://github.com/cvc5/cvc5,cvc5,cvc5,refs/tags/cvc5-1.3.2,tag,sha256-Um1x+XgQ5yWSoqtx1ZWbVAnNET2C4GVasIbn0eNfico=,https://github.com/cvc5/cvc5/archive/refs/tags/cvc5-1.3.2.tar.gz
cwebbin,cwebbin,22p,fetchFromGitHub,https://github.com/ascherer/cwebbin,ascherer,cwebbin,2016-05-20-22p,tag,0zf93016hm9i74i2v384rwzcw16y3hg5vc2mibzkx1rzvqa50yfr,https://github.com/ascherer/cwebbin/archive/2016-05-20-22p.tar.gz
cwltool,cwltool,3.1.20251031082601,fetchFromGitHub,https://github.com/common-workflow-language/cwltool,common-workflow-language,cwltool,refs/tags/3.1.20251031082601,tag,sha256-avRNOdL4Ig2cYQWh8SqX/KWfgXyVg0TVfVFrlqzUCLA=,https://github.com/common-workflow-language/cwltool/archive/refs/tags/3.1.20251031082601.tar.gz
cyanrip,cyanrip,0.9.3.1,fetchFromGitHub,https://github.com/cyanreg/cyanrip,cyanreg,cyanrip,v0.9.3.1,tag,sha256-GAPHsYQYJQOBV4ok7omqhiDPKX+VC4Bw3Msb3pd8Zo8=,https://github.com/cyanreg/cyanrip/archive/v0.9.3.1.tar.gz
dafny,Dafny,4.11.0,fetchFromGitHub,https://github.com/dafny-lang/dafny,dafny-lang,dafny,refs/tags/v4.11.0,tag,sha256-oM8dKDZ5FCmKq24taQ6Sr2eTeNAMSq8MY0U1AFvS6D4=,https://github.com/dafny-lang/dafny/archive/refs/tags/v4.11.0.tar.gz
dapper,dapper,0.6.0,fetchFromGitHub,https://github.com/rancher/dapper,rancher,dapper,v0.6.0,tag,sha256-V+lHnOmIWjI1qmoJ7+pp+cGmJAtSeY+r2I9zykswQzM=,https://github.com/rancher/dapper/archive/v0.6.0.tar.gz
dartsim,dartsim,6.15.0,fetchFromGitHub,https://github.com/dartsim/dart,dartsim,dart,refs/tags/v6.15.0,tag,sha256-ik6FwrN5Ta1LinrXpZZc7AmzdFPoLjG07/zo1IZdmgI=,https://github.com/dartsim/dart/archive/refs/tags/v6.15.0.tar.gz
dasm,dasm,2.20.14.1,fetchFromGitHub,https://github.com/dasm-assembler/dasm,dasm-assembler,dasm,2.20.14.1,tag,1bna0bj503xyn5inwzzsrsgi9qg8p20by4dfk7azj91ynw56pl41,https://github.com/dasm-assembler/dasm/archive/2.20.14.1.tar.gz
databricks-cli,databricks-cli,0.290.1,fetchFromGitHub,https://github.com/databricks/cli,databricks,cli,v0.290.1,tag,sha256-KSwgEju6RRFV0B0dbnutZ/xgnBeSnPW6pyIQwBYg8Ew=,https://github.com/databricks/cli/archive/v0.290.1.tar.gz
datadog-agent,datadog-agent,7.75.0,fetchFromGitHub,https://github.com/DataDog/datadog-agent,DataDog,datadog-agent,refs/tags/7.75.0,tag,sha256-oj4LFQiaEeSHcSx0Bar4vU7w/8gi0fgBGSAUjaD4SFc=,https://github.com/DataDog/datadog-agent/archive/refs/tags/7.75.0.tar.gz
datadog-process-agent,datadog-process-agent,7.75.0,fetchFromGitHub,https://github.com/DataDog/datadog-agent,DataDog,datadog-agent,refs/tags/7.75.0,tag,sha256-oj4LFQiaEeSHcSx0Bar4vU7w/8gi0fgBGSAUjaD4SFc=,https://github.com/DataDog/datadog-agent/archive/refs/tags/7.75.0.tar.gz
dcm2niix,dcm2niix,1.0.20250506,fetchFromGitHub,https://github.com/rordenlab/dcm2niix,rordenlab,dcm2niix,refs/tags/v1.0.20250506,tag,sha256-KtUWrm3Nq3khDxpaQ4W57y+h/gPeEMwfzBv4XYkAhoA=,https://github.com/rordenlab/dcm2niix/archive/refs/tags/v1.0.20250506.tar.gz
dcmtk,dcmtk,3.6.9,fetchFromGitHub,https://github.com/DCMTK/dcmtk,DCMTK,dcmtk,refs/tags/DCMTK-3.6.9,tag,sha256-mdI/YqM38WhnCbsylIlmqLLWC5/QR+a8Wn9CNcN7KXU=,https://github.com/DCMTK/dcmtk/archive/refs/tags/DCMTK-3.6.9.tar.gz
dcrd,dcrd,1.8.1,fetchFromGitHub,https://github.com/decred/dcrd,decred,dcrd,refs/tags/release-v1.8.1,tag,sha256-nSocqwXgJhvfbdElddbb1gGxoygmtVtK6DbiSuMxYew=,https://github.com/decred/dcrd/archive/refs/tags/release-v1.8.1.tar.gz
dcrwallet,dcrwallet,2.1.3,fetchFromGitHub,https://github.com/decred/dcrwallet,decred,dcrwallet,release-v2.1.3,tag,sha256-oB+E2NVz4zlLUWBhdmyGq2jfsMLuF2OpPkBn7/daxDw=,https://github.com/decred/dcrwallet/archive/release-v2.1.3.tar.gz
ddh,ddh,0.13.0,fetchFromGitHub,https://github.com/darakian/ddh,darakian,ddh,0.13.0,tag,XFfTpX4c821pcTAJZFUjdqM940fRoBwkJC6KTknXtCw=,https://github.com/darakian/ddh/archive/0.13.0.tar.gz
ddnet,ddnet,19.7,fetchFromGitHub,https://github.com/ddnet/ddnet,ddnet,ddnet,refs/tags/19.7,tag,sha256-HjTkl4KOvQpAlLcUpfn5Ujr4IDfosUY2ueh0ZxE8KAs=,https://github.com/ddnet/ddnet/archive/refs/tags/19.7.tar.gz
ddnet-server,ddnet,19.7,fetchFromGitHub,https://github.com/ddnet/ddnet,ddnet,ddnet,refs/tags/19.7,tag,sha256-HjTkl4KOvQpAlLcUpfn5Ujr4IDfosUY2ueh0ZxE8KAs=,https://github.com/ddnet/ddnet/archive/refs/tags/19.7.tar.gz
ddns-go,ddns-go,6.16.0,fetchFromGitHub,https://github.com/jeessy2/ddns-go,jeessy2,ddns-go,v6.16.0,tag,sha256-BpNdaEk1Cw91i8JTm3Zk6rzS9kcYP006gyLHh34i0O8=,https://github.com/jeessy2/ddns-go/archive/v6.16.0.tar.gz
deeptools,deeptools,3.5.6,fetchFromGitHub,https://github.com/deeptools/deepTools,deeptools,deepTools,refs/tags/3.5.6,tag,sha256-dxXlOvOjF4KSc5YO+1A5hlp95sfeyPSbmp93tihm7Vo=,https://github.com/deeptools/deepTools/archive/refs/tags/3.5.6.tar.gz
deltachat-desktop,deltachat-desktop,2.43.0,fetchFromGitHub,https://github.com/deltachat/deltachat-desktop,deltachat,deltachat-desktop,refs/tags/v2.43.0,tag,sha256-OIRfh0/E0fg0LepWRREmpcLbUKRSdJA+RWO3vkOu6so=,https://github.com/deltachat/deltachat-desktop/archive/refs/tags/v2.43.0.tar.gz
depotdownloader,depotdownloader,3.4.0,fetchFromGitHub,https://github.com/SteamRE/DepotDownloader,SteamRE,DepotDownloader,DepotDownloader_3.4.0,tag,sha256-zduNWIQi+ItNSh9RfRfY0giIw/tMQIMRh9woUzQ5pJw=,https://github.com/SteamRE/DepotDownloader/archive/DepotDownloader_3.4.0.tar.gz
deskflow,deskflow,1.25.0,fetchFromGitHub,https://github.com/deskflow/deskflow,deskflow,deskflow,refs/tags/v1.25.0,tag,sha256-IclKXYCvYHMK4e1z1efmOHUaJqnmZgofK5r6Ml+i5OI=,https://github.com/deskflow/deskflow/archive/refs/tags/v1.25.0.tar.gz
devenv,devenv,1.11.2,fetchFromGitHub,https://github.com/cachix/devenv,cachix,devenv,refs/tags/v1.11.2,tag,sha256-8Ivbm9ltg0hUGQYMuRDOI8hbHUzqB9xKZ9ubKAzzwE8=,https://github.com/cachix/devenv/archive/refs/tags/v1.11.2.tar.gz
devilutionx,devilutionx,1.5.5,fetchFromGitHub,https://github.com/diasurgical/devilutionX,diasurgical,devilutionX,refs/tags/1.5.5,tag,sha256-XfHpKERYZ+VCeWx95568FEEZ4UZg3Z4abA8mG4kHjy0=,https://github.com/diasurgical/devilutionX/archive/refs/tags/1.5.5.tar.gz
dexed,dexed,1.0.1,fetchFromGitHub,https://github.com/asb2m10/dexed,asb2m10,dexed,refs/tags/v1.0.1,tag,sha256-9EbaME3kw2ptCWpaV9CnM0j5HOof264s5iFoOTcjwNg=,
dezoomify-rs,dezoomify-rs,2.15.0,fetchFromGitHub,https://github.com/lovasoa/dezoomify-rs,lovasoa,dezoomify-rs,refs/tags/v2.15.0,tag,sha256-gx/h9i+VPU0AtpQEkN/zCLmeyaW5wSUCfdY52hPwm3Q=,https://github.com/lovasoa/dezoomify-rs/archive/refs/tags/v2.15.0.tar.gz
dfrs,dfrs,0.0.7,fetchFromGitHub,https://github.com/anthraxx/dfrs,anthraxx,dfrs,0.0.7,tag,01h00328kbw83q11yrsvcly69p0hql3kw49b4jx6gwkrdm8c2amk,https://github.com/anthraxx/dfrs/archive/0.0.7.tar.gz
dftd4,dftd4,3.7.0,fetchFromGitHub,https://github.com/dftd4/dftd4,dftd4,dftd4,v3.7.0,tag,sha256-dixPCLH5dWkE2/7ghGEXJmX2/g1DN30dB4jX2d7fmio=,https://github.com/dftd4/dftd4/archive/v3.7.0.tar.gz
dgraph,dgraph,25.2.0,fetchFromGitHub,https://github.com/dgraph-io/dgraph,dgraph-io,dgraph,v25.2.0,tag,sha256-uXH+qg+YmX/C1smgHO4tEWfFM77fAFaov573prV5bH8=,https://github.com/dgraph-io/dgraph/archive/v25.2.0.tar.gz
diffsitter,diffsitter,0.8.4,fetchFromGitHub,https://github.com/afnanenayet/diffsitter,afnanenayet,diffsitter,v0.8.4,tag,sha256-ta7JcSPEgpJwieYvtZnNMFvsYvz4FuxthhmKMYe2XUE=,https://github.com/afnanenayet/diffsitter/archive/v0.8.4.tar.gz
diffuse,diffuse,0.10.0,fetchFromGitHub,https://github.com/MightyCreak/diffuse,MightyCreak,diffuse,v0.10.0,tag,Svt+llBwJKGXRJZ96dzzdzpL/5jrzXXM/FPZwA7Es8s=,https://github.com/MightyCreak/diffuse/archive/v0.10.0.tar.gz
dino,dino,0.5.1,fetchFromGitHub,https://github.com/dino/dino,dino,dino,refs/tags/v0.5.1,tag,sha256-TgXPJP+Xm8LrO2d8yMu6aCCypuBRKNtYuZAb0dYfhng=,https://github.com/dino/dino/archive/refs/tags/v0.5.1.tar.gz
discourse,discourse,2025.12.1,fetchFromGitHub,https://github.com/discourse/discourse,discourse,discourse,v2025.12.1,tag,sha256-1s6ixKLlNd9osdG+qGIpo6kjEv3c/yDfJ6+APj6QQvM=,https://github.com/discourse/discourse/archive/v2025.12.1.tar.gz
discourseAllPlugins,discourse,2025.12.1,fetchFromGitHub,https://github.com/discourse/discourse,discourse,discourse,v2025.12.1,tag,sha256-1s6ixKLlNd9osdG+qGIpo6kjEv3c/yDfJ6+APj6QQvM=,https://github.com/discourse/discourse/archive/v2025.12.1.tar.gz
disko,disko,1.13.0,fetchFromGitHub,https://github.com/nix-community/disko,nix-community,disko,v1.13.0,tag,sha256-CNzzBsRhq7gg4BMBuTDObiWDH/rFYHEuDRVOwCcwXw4=,https://github.com/nix-community/disko/archive/v1.13.0.tar.gz
dissent,dissent,0.0.37,fetchFromGitHub,https://github.com/diamondburned/dissent,diamondburned,dissent,refs/tags/v0.0.37,tag,sha256-xrNWMLZMZiJv08hsnc/aDe8e/aytngHKD/EhFVcF5PU=,https://github.com/diamondburned/dissent/archive/refs/tags/v0.0.37.tar.gz
dnscontrol,dnscontrol,4.35.0,fetchFromGitHub,https://github.com/StackExchange/dnscontrol,StackExchange,dnscontrol,refs/tags/v4.35.0,tag,sha256-txaPNitqRTYIuG4hU6GPcOFKmq6BBzgQDgYxsFRfK3M=,https://github.com/StackExchange/dnscontrol/archive/refs/tags/v4.35.0.tar.gz
